,0,1,2,3,4,5,Date
0,0.01991530131678565,0.021838552023814795,0.022908774692208866,0.021404671376771045,0.08589872349190646,0.4645270108713643,2020-08-11
1,0.022996194922351942,0.01338158273290968,0.014568298109177258,0.013791799357901535,0.07507821805308887,0.32201465716120187,2020-08-12
2,0.0174947290923555,0.015843756396420994,0.015124329607861475,0.0155571000507021,0.08198616817156246,0.41867904315050963,2020-08-13
3,0.01881501950565878,0.013488530383298447,0.01757083610012322,0.014453693389144262,0.053699847551468206,0.3862151174885824,2020-08-14
4,0.01903515800736677,0.025585443509657857,0.02146316740638321,0.026480123888021456,0.1270367173749987,0.5443510073655886,2020-08-17
5,0.032568673496321754,0.02772642069518716,0.030470959107370854,0.028135063464799215,0.10408540483878848,0.38606751707215214,2020-08-18
6,0.03421913678911648,0.024621981085362177,0.025021787490487335,0.021625393608816768,0.07939498138674671,0.2795154670594302,2020-08-19
7,0.0199153715895114,0.00974177419476363,0.011565729051978835,0.009378445376564626,0.08417568808951952,0.3036885769603819,2020-08-20
8,0.01980538850305824,0.009634767183668735,0.010453672492862331,0.007502783567741145,0.06647854571735157,0.2800490302404357,2020-08-21
9,0.007812078373306108,0.0,0.008674208807868955,0.006068361724338334,0.049769384514257185,0.4212607603001587,2020-08-24
10,0.009682560001755935,0.0005352322383339603,0.0030026238318967557,0.0,0.06488114054460488,0.3132922227801086,2020-08-25
11,0.0,0.0005352255535931993,0.0,0.0046339398809355226,0.08179015923357698,0.5093961473575708,2020-08-26
12,0.006711810265600637,0.0016058008996028272,0.0077845857841079,0.005296038410849024,0.050094890643879925,0.4257405188963178,2020-08-27
13,0.010452770730216887,0.0011775104779880863,0.007339670166480183,0.0046339398809355226,0.06307329898280302,0.36591353141346306,2020-08-28
14,0.00891239659471288,0.016164829674450654,6.034792021658575e-08,0.002979000304157764,0.18249966021373218,0.3642084550225805,2020-08-31
15,0.0023106358583342423,0.01059811002429989,0.002224201109082502,0.003641030667847711,0.10628447247005715,0.46357450665710165,2020-09-01
16,0.0064917925500806994,0.004389176258927985,0.007117421966151838,0.008275106881230343,0.07073468061112805,0.46948223389559735,2020-09-02
17,0.01221323722206813,0.02868987443399129,0.014457006456480848,0.028466010480420634,0.22231277767434168,0.6650116993574342,2020-09-03
18,0.01925515810782652,0.01081222919700231,0.015791537563804137,0.01335035489380998,0.09168817326685572,0.3655767387398067,2020-09-04
19,0.014413874406473348,0.010812255627609235,0.007784607425336265,0.019418716618148313,0.06975746248627943,0.5123463468637727,2020-09-07
20,0.02695725092136081,0.02676303140277858,0.023353687457637884,0.02780404828295424,0.19837164255858317,0.45555583003070343,2020-09-08
21,0.02167571901627685,0.032115546639934434,0.023353609656557417,0.028466010480420634,0.2029705560122356,0.5350985483594479,2020-09-09
22,0.036749827513940514,0.026548933586206358,0.029136513154923493,0.03221740226429115,0.08073351186789972,0.38502368836027584,2020-09-10
23,0.027617368367860218,0.05138492789558213,0.03225026064893388,0.05152568960019288,0.3792079566904676,0.7601221526848365,2020-09-11
24,0.05127366840382985,0.07300937780315431,0.05593748176597335,0.08219844523750552,0.343794097752785,0.8370283187671861,2020-09-14
25,0.08197179793753184,0.07879016549582041,0.07728930620213814,0.08252939225312683,0.25233832890194835,0.4493647952417525,2020-09-15
26,0.08153168702937641,0.08360753139346189,0.08018070795676047,0.09312140090860133,0.1311475097400026,0.5834679847066448,2020-09-16
27,0.08208181571642459,0.09045885926654251,0.08718682062288619,0.09212842352928996,0.23995797385701675,0.564597284622782,2020-09-17
28,0.09693578764644606,0.0953832508740452,0.09841878880491373,0.10272043218476434,0.16331919725478108,0.5109000945865261,2020-09-18
29,0.10111679672468221,0.10715886922434659,0.0933031826687244,0.09256966349471052,0.2024594357067574,0.34108656580895663,2020-09-21
30,0.10001661855756006,0.09056594363989223,0.07995838839882419,0.09334212314064705,0.20956256612850283,0.3631113919144006,2020-09-22
31,0.09913632834412078,0.10137808626928668,0.09597216610965909,0.09907940151691663,0.19694063644338788,0.44142387533073807,2020-09-23
32,0.09561539093550497,0.08339339710580174,0.07662210305083661,0.07668175276083433,0.1580842514160953,0.21677502290053866,2020-09-24
33,0.07999126820228919,0.08735436308687683,0.0805144015624637,0.0969830856422711,0.19572032451471424,0.6496434276860956,2020-09-25
34,0.09913637761921501,0.09110118254769328,0.09252480823777898,0.09179740834744499,0.107828578016612,0.35516480132757905,2020-09-28
35,0.09913632247027582,0.09441970989911297,0.09452647571589934,0.09168704723142207,0.1296456737708958,0.35385817199186786,2020-09-29
36,0.09253457803438292,0.08863895505204233,0.09252475964842255,0.09621069416255823,0.10720760836926217,0.48624921091309314,2020-09-30
37,0.10221719600815327,0.09292109157624162,0.09797395230124151,0.09510742383344761,0.07833421846865837,0.3581663148796279,2020-10-01
38,0.09957649478564301,0.13178086301143543,0.10498004129181804,0.14122678207299222,0.3513078719174536,0.935139216914151,2020-10-05
39,0.14314802598964926,0.13028211301360648,0.12232839427924003,0.13262072817614046,0.2470314943983281,0.32368101826257767,2020-10-06
40,0.12554340668675512,0.13295845933795924,0.1278888219340405,0.14420578237714987,0.15643441208007994,0.6543360965280131,2020-10-07
41,0.17835733856857627,0.19975876962091244,0.17448473753934246,0.19749677267014332,0.9807444627359931,0.64356535698437,2020-10-08
42,0.2025638164300093,0.21763650187637185,0.19850559923382394,0.22960381381841155,0.5034555264475618,0.7182873791782354,2020-10-09
43,0.23557253808096312,0.22555826702918114,0.22486176971491822,0.23732711511952753,0.4807620482060271,0.4562646870490893,2020-10-12
44,0.2362326169340836,0.22962622165901148,0.23342469543735367,0.233906738517502,0.3253671123389473,0.4158841963166283,2020-10-13
45,0.2091654874243477,0.19387089711651795,0.17859934223542862,0.17763674792035078,0.6756384450931079,0.11712175023263421,2020-10-14
46,0.17835732637824264,0.17085475665224636,0.15780359347508144,0.15810773835240333,0.3518193052627125,0.2248390485679021,2020-10-15
47,0.1605326902205496,0.1576874942652473,0.15702523072153196,0.1538048136533129,0.22552662820414401,0.3673049889399647,2020-10-16
48,0.15954235280511642,0.15426170820519114,0.1571362962051428,0.16163840790422812,0.11138353142275827,0.46337735718230555,2020-10-19
49,0.1646036889481718,0.16068484002211825,0.16425362720826597,0.16947207032136702,0.1495918780687221,0.49311120361143385,2020-10-20
