Date,Open,High,Low,Close,Volume,Returns
2020-08-11,275.62709013767665,281.20877966091547,274.93554057608213,276.26922607421875,10078908,0.23297272275426736
2020-08-12,277.0101380039531,277.3065292857553,271.23085471817285,272.8609313964844,8903667,-1.4978537021664946
2020-08-13,274.5403586564323,278.44261771304673,271.47782966690914,273.6512451171875,9653956,-0.32385531351238594
2020-08-14,275.13310884610223,277.35590775060393,272.56453519339453,273.15728759765625,6581711,-0.7181328545780988
2020-08-17,275.2319358900653,282.93762753811217,274.29340863546344,278.54144287109375,14547004,1.2024429397431373
2020-08-18,281.3075533755333,283.925510529107,278.2944379976043,279.2823486328125,12054207,-0.7199254760206324
2020-08-19,282.048497858806,282.4930697222431,275.87405613685314,276.3680114746094,9372521,-2.0140105078809136
2020-08-20,275.62706018684946,275.62706018684946,269.89719070837066,270.8851013183594,9891765,-1.720425732246856
2020-08-21,275.57768525577904,275.57768525577904,269.40324375200765,270.0453796386719,7969636,-2.0075303310470614
2020-08-24,270.1935451688113,271.13207228461175,268.61288220208144,269.4032287597656,6154814,-0.29250010711835667
2020-08-25,271.0332937647485,271.3790685231344,266.09374049820906,266.6864929199219,7796138,-1.6037885178045992
2020-08-26,266.6864593712267,271.3790343841214,264.7600217801626,268.76104736328125,9632667,0.7779127582802119
2020-08-27,269.69960047577615,271.8730159090295,268.21773453909606,269.0574645996094,6190168,-0.2380930023752302
2020-08-28,271.3790343841214,271.6753954833758,268.0201144665084,268.76104736328125,7599784,-0.9646975960326112
2020-08-31,270.687512359451,278.5907973918437,264.7600485851564,268.0201416015625,20570967,-0.9854059149749125
2020-09-01,267.7237759232269,276.02221903650684,265.7479546987013,268.3165283203125,12293053,0.22140446624193547
2020-09-02,269.60082765650264,273.15731225446285,267.921397532912,270.39117431640625,8431905,0.2931543893146287
2020-09-03,272.16936273666226,284.3700643373437,271.1814521641154,279.4305114746094,24895165,2.6678788034539513
2020-09-04,275.3307008013885,276.1210172349128,271.7742165532503,272.663330078125,10707714,-0.9687879758776435
2020-09-07,273.1572974508653,276.12102943044073,268.217744151573,275.3800964355469,8325767,0.8137432188065159
2020-09-08,278.7883801687523,283.48095546470967,275.1330989313933,279.1341247558594,22294861,0.12401685712215398
2020-09-09,276.41736613915856,285.9507272831463,275.13309445430286,279.4305114746094,22794360,1.0900709233781962
2020-09-10,283.1845731655089,283.3821673489453,277.70168128450223,281.1099548339844,9517902,-0.7326028774568811
2020-09-11,279.0847579726006,294.84194486272213,279.0847579726006,289.7541809082031,41935926,3.8230045284845047
2020-09-14,289.7048093744195,304.8198308475412,289.6060122758508,303.4861755371094,38089542,4.757037410752342
2020-09-15,303.48618831671234,307.4872147137718,299.08997350873705,303.6343688964844,28156312,0.048826136238329515
2020-09-16,303.2885782914477,309.7099977015272,300.37422973049354,308.3763122558594,14993487,1.6775224418515866
2020-09-17,303.53557831053047,312.87134696896106,303.48619483242715,307.9317932128906,26811652,1.4483359502135966
2020-09-18,310.2039598220897,315.1435133224415,308.4751160969666,312.6737365722656,18487731,0.7961783439490611
2020-09-21,312.0809761960081,320.5770140305522,306.20292576907025,308.12933349609375,22738846,-1.2662235129104673
2020-09-22,311.5870101457123,312.9206955408077,300.27545139529974,308.47509765625,23510334,-0.9987298533424274
2020-09-23,311.19185122038806,317.9096315047372,307.38838923129975,311.0436706542969,22139436,-0.04761710999503073
2020-09-24,309.6111925288247,309.6111925288247,298.7935889708611,301.0163879394531,17919151,-2.7759993168113226
2020-09-25,302.59703620333073,311.4388490527058,300.52244784639765,310.10516357421875,22006895,2.481229646229224
2020-09-28,311.19187334151576,313.16769475955715,305.85716154253254,307.7835693359375,12460762,-1.0952419704861107
2020-09-29,311.191879443908,314.69895047024727,306.74628116613786,307.73419189453125,14830369,-1.1111111111111163
2020-09-30,308.2281194650085,312.03158145608353,305.85713996039027,309.7593688964844,12393317,0.49679095928485517
2020-10-01,312.5749488689839,314.0074314866051,308.2775311647629,309.26544189453125,9257309,-1.0587882958719814
2020-10-05,311.3894268694952,331.93795487364656,311.3894268694952,329.9127502441406,38905631,5.948603830536816
2020-10-06,330.9500759032898,331.2464370461348,319.0951478112317,326.0599060058594,27579924,-1.4776155841884273
2020-10-07,323.0467830940074,332.48131775793894,321.564917116512,331.2464294433594,17739958,2.538222566657113
2020-10-08,346.75663520640813,363.3041384534376,342.2616538465219,355.1044921875,107270246,2.4074108851941
2020-10-09,357.62367860518674,371.55322570765867,352.93110271188664,369.4786071777344,55430752,3.314917127071826
2020-10-12,372.442323960058,375.208461786777,364.6378356680768,372.936279296875,52965959,0.13262599469494854
2020-10-13,372.7386539583559,377.0854846780576,368.44126700603044,371.4049987792969,36088143,-0.35779900069285814
2020-10-14,360.58740653801533,360.58740653801533,344.08928574106574,346.21331787109375,74131951,-3.9862980254708855
2020-10-15,346.7566297337869,349.96733926835896,334.8523187496754,337.47027587890625,38961179,-2.6780609391693515
2020-10-16,338.7545634441933,343.89171099873397,334.5065596134839,335.5438537597656,25244229,-0.9477982087632064
2020-10-19,338.31000087945876,342.31102679553527,334.55592246755356,339.0509338378906,12846874,0.21901006665654774
2020-10-20,340.5821926389225,345.2747681720186,337.7172578168655,342.5580139160156,16996774,0.5801305293691186
2020-10-21,345.37355684689163,345.8675121541244,335.00049539500316,339.29791259765625,9967461,-1.7591515415086596
2020-10-22,336.877554124954,343.9905233389555,336.7293735472961,340.2858581542969,9541248,1.011733785053159
2020-10-23,342.70621829960896,342.9038125005068,337.17391230953376,338.2606201171875,8673048,-1.2972038279547424
2020-10-26,339.54489213830215,340.73036679306557,332.6295177986108,335.6920166015625,8695169,-1.1347175663506395
2020-10-27,334.21018675017007,335.6426693632008,327.0478339823019,330.0115661621094,9910578,-1.2562814523661598
2020-10-28,331.69099069525254,335.74143026734987,330.35730532840296,331.5921936035156,8984589,-0.029785883400036108
2020-10-29,329.61640458592075,335.8896436664791,327.1466277942555,333.3704833984375,7239961,1.1389235366585588
2020-10-30,335.1486638415888,340.82914966941235,334.3583474380426,336.5811462402344,11495534,0.42741701017869416
2020-11-02,337.6184629668082,337.6184629668082,329.66579433311784,330.7524719238281,4831133,-2.0336539011064283
2020-11-03,331.44401304023,335.3462720490417,328.6284617432453,331.5921936035156,4757798,0.04470756974199288
2020-11-04,333.91381558609504,347.2999934709921,333.4198602375949,338.8039855957031,15381900,1.4645006529678082
2020-11-05,343.74355572287624,344.7808499454898,339.89067969912657,341.224365234375,5602436,-0.7328691539259553
2020-11-06,341.9652570975528,344.7808084108652,339.2485028765503,341.5700988769531,5457793,-0.11555507830052912
2020-11-09,345.7687221151547,348.53485983261993,342.8049902113105,347.6951599121094,7107285,0.5571463448660695
2020-11-10,346.50969254096157,346.50969254096157,337.0257433939322,338.1618347167969,9049620,-2.409126787464358
2020-11-11,340.33521497928587,343.54592455456213,337.3714830636462,342.5580139160156,7637879,0.6531204644412268
2020-11-12,343.7929213346803,346.4602922665612,340.1376397093088,341.3725280761719,5114424,-0.7040264962733656
2020-11-13,340.3352156718917,342.0640592928665,338.5569885783451,339.98944091796875,4727888,-0.10159828839349955
2020-11-14,342.95317267473655,343.3483309010413,338.9521466418605,341.27374267578125,749242,-0.48969659206159427
2020-11-17,342.8050063354385,346.26269371922535,339.5449131473246,344.4844665527344,6653834,0.4899170625450214
2020-11-18,345.5217639478948,348.0903377725181,337.66786190020144,341.12554931640625,7407808,-1.2723408740618403
2020-11-19,343.49657217797153,345.2747994288777,337.4703107075673,338.4582214355469,11056851,-1.4667834122706174
2020-11-20,339.643687598214,344.2868799613097,337.9148438681357,342.11346435546875,6181393,0.7271669833523903
